Serial Number of system during year	Basin of origin	Name	Date (DD/MM/YYYY)	Time (UTC)	Latitude (lat.)	Longitude (lon.)	"CI No [or ""T. No""]"	"Estimated Central Pressure (hPa) [or ""E.C.P""]"	Maximum Sustained Surface Wind (kt) 	"Pressure Drop (hPa)[or ""delta P""]"	Grade (text)	Outermost closed isobar (hPa)	Diameter/Size of outermost closed isobar (in degree)
2_2019	BOB	FANI	03/05/2019		Crossed Odisha coast close to Puri (near lat. 19.75N and Long. 85.70E ) between 0230 to 0430 UTC of 3rd May, 2019								
2_2019	BOB	FANI	03/05/2019	0600	20.2	85.9	-	966.0	85.0	36.0	VSCS		
2_2019	BOB	FANI	03/05/2019	0900	20.6	86.0	-	970.0	75.0	28.0	VSCS		
2_2019	BOB	FANI	03/05/2019	1200	21.1	86.5	-	976.0	70.0	22.0	VSCS		
2_2019	BOB	FANI	03/05/2019	1500	21.5	86.7	-	980.0	60.0	18.0	SCS		
2_2019	BOB	FANI	03/05/2019	1800	21.9	87.1	-	984.0	55.0	16.0	SCS		
2_2019	BOB	FANI	03/05/2019	2100	22.5	87.9	-	986.0	50.0	12.0	SCS		
2_2019	BOB	FANI	04/05/2019	0000	23.1	88.2	-	994.0	40.0	8.0	CS		
2_2019	BOB	FANI	04/05/2019	0300	23.6	88.8	-	996.0	30.0	6.0	DD		
2_2019	BOB	FANI	04/05/2019	0600	24.3	89.3	-	998.0	25.0	5.0	D		
2_2019	BOB	FANI	04/05/2019	1200	25.2	90.7	-	1000.0	20.0	4.0	D		
2_2019	BOB	FANI	04/05/2019	1800	Weakened into well marked low pressure area over central Assam & neighbourhood								
3_2019	AS	VAYU	10/06/2019	0000	11.7	71.0	1.5	998.0	25.0	3.0	D		
3_2019	AS	VAYU	10/06/2019	0300	12.5	71.0	1.5	998.0	25.0	3.0	D		
3_2019	AS	VAYU	10/06/2019	0600	12.5	70.9	2	997.0	30.0	4.0	DD		
3_2019	AS	VAYU	10/06/2019	1200	13.3	70.8	2	996.0	30.0	5.0	DD		
3_2019	AS	VAYU	10/06/2019	1800	13.9	70.6	2.5	995.0	35.0	6.0	CS		
3_2019	AS	VAYU	10/06/2019	2100	14.2	70.6	2.5	994.0	35.0	7.0	CS		
3_2019	AS	VAYU	11/06/2019	0000	14.7	70.6	2.5	993.0	40.0	8.0	CS		
3_2019	AS	VAYU	11/06/2019	0300	15	70.6	2.5	992.0	40.0	9.0	CS		
3_2019	AS	VAYU	11/06/2019	0600	15.2	70.6	3	990.0	45.0	10.0	CS		
3_2019	AS	VAYU	11/06/2019	0900	15.7	70.6	3	988.0	45.0	12.0	CS		
3_2019	AS	VAYU	11/06/2019	1200	16.1	70.6	3.5	986.0	55.0	15.0	SCS		
3_2019	AS	VAYU	11/06/2019	1500	16.7	70.6	3.5	983.0	60.0	18.0	SCS		
3_2019	AS	VAYU	11/06/2019	1800	17.1	70.6	4	980.0	65.0	21.0	VSCS		
3_2019	AS	VAYU	11/06/2019	2100	17.5	70.6	4	977.0	70.0	24.0	VSCS		
3_2019	AS	VAYU	12/06/2019	0000	17.8	70.4	4.5	975.0	75.0	26.0	VSCS		
3_2019	AS	VAYU	12/06/2019	0300	18	70.3	4.5	973.0	75.0	28.0	VSCS		
3_2019	AS	VAYU	12/06/2019	0600	18.4	70.0	4.5	971.0	75.0	30.0	VSCS		
3_2019	AS	VAYU	12/06/2019	0900	18.8	69.9	4.5	970.0	80.0	32.0	VSCS		
3_2019	AS	VAYU	12/06/2019	1200	19.1	69.9	4.5	970.0	80.0	32.0	VSCS		
3_2019	AS	VAYU	12/06/2019	1500	19.5	69.8	4.5	970.0	80.0	32.0	VSCS		
3_2019	AS	VAYU	12/06/2019	1800	19.7	69.7	4.5	970.0	80.0	32.0	VSCS		
3_2019	AS	VAYU	12/06/2019	2100	20	69.6	4.5	970.0	80.0	32.0	VSCS		
3_2019	AS	VAYU	13/06/2019	0000	20.3	69.5	4.5	970.0	80.0	32.0	VSCS		
3_2019	AS	VAYU	13/06/2019	0300	20.4	69.4	4.5	970.0	80.0	32.0	VSCS		
3_2019	AS	VAYU	13/06/2019	0600	20.5	69.3	4.5	970.0	80.0	32.0	VSCS		
3_2019	AS	VAYU	13/06/2019	0900	20.7	69.1	4.5	970.0	80.0	32.0	VSCS		
3_2019	AS	VAYU	13/06/2019	1200	20.9	69.0	4.5	970.0	80.0	32.0	VSCS		
3_2019	AS	VAYU	13/06/2019	1500	20.9	68.8	4.5	970.0	80.0	32.0	VSCS		
3_2019	AS	VAYU	13/06/2019	1800	20.9	68.8	4.5	970.0	80.0	32.0	VSCS		
3_2019	AS	VAYU	13/06/2019	2100	20.9	68.6	4.5	970.0	80.0	32.0	VSCS		
3_2019	AS	VAYU	14/06/2019	0000	21	68.5	4.5	970.0	80.0	32.0	VSCS		
3_2019	AS	VAYU	14/06/2019	0300	21	68.3	4.5	973.0	75.0	28.0	VSCS		
3_2019	AS	VAYU	14/06/2019	0600	21	68.2	4.5	973.0	75.0	28.0	VSCS		
3_2019	AS	VAYU	14/06/2019	0900	20.9	68.1	4.5	973.0	75.0	26.0	VSCS		
3_2019	AS	VAYU	14/06/2019	1200	20.8	68.0	4	976.0	70.0	24.0	VSCS		
3_2019	AS	VAYU	14/06/2019	1500	20.8	67.9	4	976.0	70.0	24.0	VSCS		
3_2019	AS	VAYU	14/06/2019	1800	20.8	67.8	4	978.0	65.0	22.0	VSCS		
3_2019	AS	VAYU	14/06/2019	2100	20.8	67.5	4	978.0	65.0	22.0	VSCS		
3_2019	AS	VAYU	15/06/2019	0000	20.7	67.4	4	978.0	65.0	22.0	VSCS		
3_2019	AS	VAYU	15/06/2019	0300	20.7	67.4	4	979.0	65.0	21.0	VSCS		
3_2019	AS	VAYU	15/06/2019	0600	20.7	66.9	4	979.0	65.0	21.0	VSCS		
3_2019	AS	VAYU	15/06/2019	0900	20.7	66.7	4	980.0	65.0	21.0	VSCS		
3_2019	AS	VAYU	15/06/2019	1200	20.7	66.4	4	980.0	65.0	21.0	VSCS		
3_2019	AS	VAYU	15/06/2019	1500	20.7	66.3	4	980.0	65.0	21.0	VSCS		
3_2019	AS	VAYU	15/06/2019	1800	20.7	66.0	4	981.0	65.0	21.0	VSCS		
3_2019	AS	VAYU	15/06/2019	2100	20.7	65.9	4	981.0	65.0	21.0	VSCS		
3_2019	AS	VAYU	16/06/2019	0000	20.7	65.5	3.5	983.0	60.0	18.0	SCS		
3_2019	AS	VAYU	16/06/2019	0300	20.8	65.2	3.5	985.0	55.0	16.0	SCS		
3_2019	AS	VAYU	16/06/2019	0600	20.9	65.1	3.5	985.0	55.0	16.0	SCS		
3_2019	AS	VAYU	16/06/2019	0900	20.9	65.0	3.5	986.0	55.0	15.0	SCS		
3_2019	AS	VAYU	16/06/2019	1200	21	65.1	3	988.0	50.0	12.0	SCS		
3_2019	AS	VAYU	16/06/2019	1500	21.2	65.5	3	990.0	45.0	10.0	CS		
3_2019	AS	VAYU	16/06/2019	1800	21.3	66.0	2.5	992.0	40.0	8.0	CS		
3_2019	AS	VAYU	16/06/2019	2100	21.5	66.4	2.5	993.0	40.0	7.0	CS		
3_2019	AS	VAYU	17/06/2019	0000	21.7	66.7	2.5	995.0	35.0	6.0	CS		
3_2019	AS	VAYU	17/06/2019	0300	21.8	66.8	2	996.0	30.0	5.0	DD		
3_2019	AS	VAYU	17/06/2019	0600	22	67.0	2	997.0	30.0	5.0	DD		
3_2019	AS	VAYU	17/06/2019	0900	22.2	67.4	1.5	998.0	25.0	4.0	D		
3_2019	AS	VAYU	17/06/2019	1200	22.5	67.8	1.5	998.0	20.0	3.0	D		
3_2019	AS	VAYU	17/06/2019	1800	"Weakened into a well marked low pressure area over northeast Arabian Sea 
and adjoining areas of Saurashtra & Kutch"								
4_2019	BOB		06/08/2019	0300	20.5	88.0	1.5	990.0	25.0	3.0	D		
4_2019	BOB		06/08/2019	0600	20.5	88.0	1.5	990.0	25.0	3.0	D		
4_2019	BOB		06/08/2019	1200	20.7	87.8	1.5	990.0	25.0	3.0	D		
4_2019	BOB		06/08/2019	1800	20.8	87.6	1.5	990.0	25.0	3.0	D		
4_2019	BOB		07/08/2019	0000	21	87.4	2	988.0	30.0	5.0	DD		
4_2019	BOB		07/08/2019	0300	21.1	87.4	2	988.0	30.0	5.0	DD		
4_2019	BOB		07/08/2019	0600	21.2	87.2	2	988.0	30.0	5.0	DD		
4_2019	BOB		07/08/2019		Crossed north Odisha-West Bengal coasts close to north of Balasore during 0800 to 0900 UTC of 7th August, 2019								
4_2019	BOB		07/08/2019	1200	21.9	86.5	-	988.0	30.0	5.0	DD		
4_2019	BOB		07/08/2019	1800	22.4	85.6	-	988.0	30.0	5.0	DD		
4_2019	BOB		08/08/2019	0000	22.8	84.0	-	999.0	25.0	4.0	D		
4_2019	BOB		08/08/2019	0300	23	82.9	-	999.0	25.0	4.0	D		
4_2019	BOB		08/08/2019	0600	23.4	81.9	-	999.0	25.0	4.0	D		
4_2019	BOB		08/08/2019	1200	23.6	80.2	-	999.0	25.0	4.0	D		
4_2019	BOB		08/08/2019	1800	23.6	79.8	-	1000.0	25.0	3.0	D		
4_2019	BOB		09/08/2019	0000	23.6	78.6	-	1000.0	25.0	3.0	D		
4_2019	BOB		09/08/2019	0300	23.8	77.3	-	1000.0	25.0	3.0	D		
4_2019	BOB		09/08/2019	0600	24	76.1	-	1000.0	25.0	3.0	D		
4_2019			09/08/2019	1200	Weakened into a well-marked low pressure area over  southeast Rajasthan & neighborhood 								
5_2019	AS	HIKAA	22/09/2019	0300	19.8	69.4	1.5	1002.0	25.0	3.0	D		
5_2019	AS	HIKAA	22/09/2019	0600	20	69.0	1.5	1000.0	25.0	4.0	D		
5_2019	AS	HIKAA	22/09/2019	1200	20.4	68.2	2	999.0	30.0	5.0	DD		
5_2019	AS	HIKAA	22/09/2019	1800	20.5	67.2	2	998.0	30.0	6.0	DD		
5_2019	AS	HIKAA	23/09/2019	0000	20.5	66.2	2.5	997.0	35.0	7.0	CS		
5_2019	AS	HIKAA	23/09/2019	0300	20.4	65.7	2.5	996.0	40.0	8.0	CS		
5_2019	AS	HIKAA	23/09/2019	0600	20.3	65.0	3	994.0	45.0	10.0	CS		
5_2019	AS	HIKAA	23/09/2019	0900	20.2	64.2	3.5	988.0	55.0	16.0	SCS		
5_2019	AS	HIKAA	23/09/2019	1200	20.2	63.7	3.5	988.0	55.0	16.0	SCS		
5_2019	AS	HIKAA	23/09/2019	1500	20.2	62.9	3.5	988.0	55.0	16.0	SCS		
5_2019	AS	HIKAA	23/09/2019	1800	20.2	62.3	3.5	986.0	60.0	18.0	SCS		
5_2019	AS	HIKAA	23/09/2019	2100	20.2	61.5	3.5	986.0	60.0	18.0	SCS		
5_2019	AS	HIKAA	24/09/2019	0000	20.1	61.0	4	980.0	70.0	24.0	VSCS		
5_2019	AS	HIKAA	24/09/2019	0300	20.1	60.3	4.5	978.0	75.0	27.0	VSCS		
5_2019	AS	HIKAA	24/09/2019	0600	20	59.5	4.5	978.0	75.0	27.0	VSCS		
5_2019	AS	HIKAA	24/09/2019	0900	19.9	58.9	4.5	978.0	75.0	27.0	VSCS		
5_2019		HIKAA	24/09/2019	1200	19.8	58.3	4.5	978.0	75.0	27.0	VSCS		
5_2019	AS	HIKAA	24/09/2019		Crossed Oman coast near Latitude 19.7 N and longitude 57.6 E between 1400 UTC and 1500 UTC of 24th September, 2019								
5_2019	AS	HIKAA	24/09/2019	1500	19.7	57.6	-	986.0	60.0	18.0	SCS		
5_2019	AS	HIKAA	24/09/2019	1800	19.7	57.1	-	989.0	55.0	15.0	SCS		
5_2019	AS	HIKAA	24/09/2019	2100	19.6	56.6	-	994.0	45.0	10.0	CS		
5_2019	AS	HIKAA	25/09/2019	0000	19.6	55.9	-	997.0	35.0	7.0	CS		
5_2019	AS	HIKAA	25/09/2019	0300	19.5	55.5	-	999.0	30.0	5.0	DD		
5_2019	AS	HIKAA	25/09/2019	0600	19.3	55.0	-	1002.0	25.0	3.0	D		
5_2019	AS	HIKAA	25/09/2019	0900	Weakened into a well marked low pressure area over south Oman and adjoining Saudi Arabia								
6_2019	AS		29/09/2019	1200	23.1	70.2	-	1002.0	25.0	4.0	D		
6_2019	AS		29/09/2019	1800	23.1	70.2	-	1002.0	25.0	4.0	D		
6_2019	AS		30/09/2019	0000	23.2	70.5	-	1002.0	25.0	4.0	D		
6_2019	AS		30/09/2019	0300	23.4	70.7	-	1002.0	25.0	4.0	D		
6_2019	AS		30/09/2019	0600	23.5	71.3	-	1002.0	25.0	4.0	D		
6_2019	AS		30/09/2019	1200	23.5	71.9	-	1002.0	25.0	4.0	D		
6_2019	AS		30/09/2019	1800	23.7	72.7	-	1002.0	25.0	4.0	D		
6_2019	AS		01/10/2019	0000	24	74.1	-	1002.0	25.0	4.0	D		
6_2019	AS		01/10/2019	0300	Weakened into a  well marked low pressure area over southeast Rajasthan & neighbourhood								
7_2019	AS	KYARR	24/10/2019	0300	15.4	70.4	1.5	1000.0	25.0	3.0	D		
7_2019	AS	KYARR	24/10/2019	0600	15.4	70.4	1.5	1000.0	25.0	3.0	D		
7_2019	AS	KYARR	24/10/2019	1200	15.5	70.8	1.5	998.0	30.0	5.0	DD		
7_2019	AS	KYARR	24/10/2019	1800	15.7	71.3	2	997.0	30.0	6.0	DD		
7_2019	AS	KYARR	25/10/2019	0000	15.9	71.5	2.5	996.0	40.0	8.0	CS		
7_2019	AS	KYARR	25/10/2019	0300	16	71.6	2.5	996.0	40.0	8.0	CS		
7_2019	AS	KYARR	25/10/2019	0600	16.1	71.8	3	994.0	45.0	10.0	CS		
7_2019	AS	KYARR	25/10/2019	0900	16.2	71.7	3	994.0	45.0	10.0	CS		
7_2019	AS	KYARR	25/10/2019	1200	16.3	71.7	3	992.0	50.0	12.0	SCS		
7_2019	AS	KYARR	25/10/2019	1500	16.3	71.7	3.5	991.0	55.0	15.0	SCS		
7_2019	AS	KYARR	25/10/2019	1800	16.4	71.5	3.5	990.0	55.0	16.0	SCS		
7_2019	AS	KYARR	25/10/2019	2100	16.5	71.2	3.5	988.0	60.0	18.0	SCS		
7_2019	AS	KYARR	26/10/2019	0000	16.5	70.8	4	984.0	65.0	22.0	VSCS		
7_2019	AS	KYARR	26/10/2019	0300	16.6	70.5	4	984.0	65.0	22.0	VSCS		
7_2019	AS	KYARR	26/10/2019	0600	16.6	70.0	4.5	978.0	75.0	28.0	VSCS		
7_2019	AS	KYARR	26/10/2019	0900	16.6	69.8	4.5	974.0	80.0	32.0	VSCS		
7_2019	AS	KYARR	26/10/2019	1200	16.7	69.4	4.5	970.0	85.0	36.0	VSCS		
7_2019	AS	KYARR	26/10/2019	1500	16.7	69.1	5	966.0	90.0	40.0	ESCS		
7_2019	AS	KYARR	26/10/2019	1800	16.8	68.9	5.5	950.0	105.0	56.0	ESCS		
7_2019	AS	KYARR	26/10/2019	2100	16.9	68.5	6	946.0	110.0	60.0	ESCS		
7_2019	AS	KYARR	27/10/2019	0000	17	68.2	6	934.0	120.0	72.0	SUCS		
7_2019	AS	KYARR	27/10/2019	0300	17.1	67.8	6.5	928.0	125.0	78.0	SUCS		
7_2019	AS	KYARR	27/10/2019	0600	17.2	67.3	6.5	928.0	125.0	78.0	SUCS		
7_2019	AS	KYARR	27/10/2019	0900	17.4	67.0	6.5	922.0	130.0	84.0	SUCS		
7_2019	AS	KYARR	27/10/2019	1200	17.5	66.7	6.5	922.0	130.0	84.0	SUCS		
7_2019	AS	KYARR	27/10/2019	1500	17.5	66.5	6.5	922.0	130.0	84.0	SUCS		
7_2019	AS	KYARR	27/10/2019	1800	17.8	66.3	6.5	922.0	130.0	84.0	SUCS		
7_2019	AS	KYARR	27/10/2019	2100	18	65.7	6.5	926.0	125.0	80.0	SUCS		
7_2019	AS	KYARR	28/10/2019	0000	18.1	65.4	6.5	928.0	125.0	78.0	SUCS		
7_2019	AS	KYARR	28/10/2019	0300	18.2	65.0	6.5	928.0	125.0	78.0	SUCS		
7_2019	AS	KYARR	28/10/2019	0600	18.3	64.7	6.5	928.0	125.0	78.0	SUCS		
7_2019	AS	KYARR	28/10/2019	0900	18.4	64.5	6.5	928.0	125.0	78.0	SUCS		
7_2019	AS	KYARR	28/10/2019	1200	18.5	64.3	6.5	928.0	125.0	78.0	SUCS		
7_2019	AS	KYARR	28/10/2019	1500	18.7	64.1	6.5	928.0	125.0	78.0	SUCS		
7_2019	AS	KYARR	28/10/2019	1800	18.8	63.9	6.5	930.0	125.0	76.0	SUCS		
7_2019	AS	KYARR	28/10/2019	2100	18.9	63.8	6.5	930.0	125.0	76.0	SUCS		
7_2019	AS	KYARR	29/10/2019	0000	19.1	63.5	6	934.0	120.0	72.0	SUCS		
7_2019	AS	KYARR	29/10/2019	0300	19.2	63.4	6	940.0	115.0	66.0	ESCS		
7_2019	AS	KYARR	29/10/2019	0600	19.4	63.2	5.5	946.0	110.0	60.0	ESCS		
7_2019	AS	KYARR	29/10/2019	0900	19.4	63.1	5.5	950.0	105.0	56.0	ESCS		
7_2019	AS	KYARR	29/10/2019	1200	19.5	63.1	5.5	956.0	100.0	50.0	ESCS		
7_2019	AS	KYARR	29/10/2019	1500	19.5	62.9	5.5	956.0	100.0	50.0	ESCS		
7_2019	AS	KYARR	29/10/2019	1800	19.6	62.8	5	960.0	95.0	46.0	ESCS		
7_2019	AS	KYARR	29/10/2019	2100	19.6	62.6	5	966.0	90.0	40.0	ESCS		
7_2019	AS	KYARR	30/10/2019	0000	19.6	62.3	4.5	970.0	85.0	36.0	VSCS		
7_2019	AS	KYARR	30/10/2019	0300	19.6	62.1	4.5	974.0	80.0	32.0	VSCS		
7_2019	AS	KYARR	30/10/2019	0600	19.4	61.8	4.5	978.0	75.0	28.0	VSCS		
7_2019	AS	KYARR	30/10/2019	0900	19.3	61.7	4	982.0	70.0	24.0	VSCS		
7_2019	AS	KYARR	30/10/2019	1200	19	61.5	4	984.0	65.0	22.0	VSCS		
7_2019	AS	KYARR	30/10/2019	1500	18.9	61.2	3.5	988.0	60.0	18.0	SCS		
7_2019	AS	KYARR	30/10/2019	1800	18.7	61.0	3.5	990.0	55.0	16.0	SCS		
7_2019	AS	KYARR	30/10/2019	2100	18.5	60.7	3.5	991.0	55.0	15.0	SCS		
7_2019	AS	KYARR	31/10/2019	0000	18.4	60.5	3	994.0	50.0	12.0	SCS		
7_2019	AS	KYARR	31/10/2019	0300	18	60.2	3	996.0	45.0	10.0	CS		
7_2019	AS	KYARR	31/10/2019	0600	17.7	60.1	2.5	998.0	40.0	8.0	CS		
7_2019	AS	KYARR	31/10/2019	0900	17.5	60.0	2.5	998.0	40.0	8.0	CS		
7_2019	AS	KYARR	31/10/2019	1200	17.4	59.9	2.5	999.0	35.0	7.0	CS		
7_2019	AS	KYARR	31/10/2019	1500	17.2	59.6	2	1001.0	30.0	5.0	DD		
7_2019	AS	KYARR	31/10/2019	1800	16.8	59.6	2	1001.0	30.0	5.0	DD		
7_2019	AS	KYARR	31/10/2019	2100	16.7	59.5	2	1001.0	30.0	5.0	DD		
7_2019	AS	KYARR	01/11/2019	0000	16.5	59.3	1.5	1002.0	25.0	4.0	D		
7_2019	AS	KYARR	01/11/2019	0300	16.3	59.0	1.5	1002.0	25.0	4.0	D		
7_2019	AS	KYARR	01/11/2019	0600	16	58.7	1.5	1002.0	25.0	4.0	D		
7_2019	AS	KYARR	01/11/2019	0900	15.8	58.4	1.5	1002.0	25.0	4.0	D		
7_2019	AS	KYARR	01/11/2019	1200	15.4	57.5	1.5	1002.0	25.0	4.0	D		
7_2019	AS	KYARR	01/11/2019	1500	15	57.4	1.5	1002.0	25.0	4.0	D		
7_2019	AS	KYARR	01/11/2019	1800	14.5	57.0	1.5	1002.0	25.0	4.0	D		
7_2019	AS	KYARR	01/11/2019	2100	14	56.4	1.5	1002.0	25.0	4.0	D		
7_2019	AS	KYARR	02/11/2019	0000	13.7	55.8	1.5	1002.0	25.0	4.0	D		
7_2019	AS	KYARR	02/11/2019	0300	13.5	55.0	1.5	1003.0	25.0	3.0	D		
7_2019	AS	KYARR	02/11/2019	0600	13.1	54.1	1.5	1003.0	25.0	3.0	D		
7_2019	AS	KYARR	02/11/2019	0900	12.5	53.8	1.5	1003.0	25.0	3.0	D		
7_2019	AS	KYARR	02/11/2019	1200	12.5	53.0	1.5	1003.0	20.0	3.0	D		
7_2019	AS	KYARR	02/11/2019	1500	12	52.5	1.5	1003.0	20.0	3.0	D		
7_2019	AS	KYARR	02/11/2019	1800	Weakened into a well marked low pressure area over westcentral & adjoining southwest Arabian Sea off North Somalia coast								
8_2019	AS	MAHA	30/10/2019	0000	6.5	76.2	1.5	1003.0	25.0	3.0	D		
8_2019	AS	MAHA	30/10/2019	0300	8	75.0	1.5	1003.0	25.0	3.0	D		
8_2019	AS	MAHA	30/10/2019	0600	8	75.0	1.5	1002.0	25.0	4.0	D		
8_2019	AS	MAHA	30/10/2019	0900	8.5	74.5	2	1001.0	30.0	5.0	DD		
8_2019	AS	MAHA	30/10/2019	1200	9	74.1	2.5	1000.0	35.0	6.0	CS		
8_2019	AS	MAHA	30/10/2019	1500	9.6	73.8	2.5	998.0	40.0	8.0	CS		
8_2019	AS	MAHA	30/10/2019	1800	10.2	73.3	2.5	998.0	40.0	8.0	CS		
8_2019	AS	MAHA	30/10/2019	2100	10.6	73.1	2.5	998.0	40.0	8.0	CS		
8_2019	AS	MAHA	31/10/2019	0000	11	73.0	3	996.0	45.0	10.0	CS		
8_2019	AS	MAHA	31/10/2019	0300	11.5	72.8	3	996.0	45.0	10.0	CS		
8_2019	AS	MAHA	31/10/2019	0600	11.9	72.8	3	994.0	50.0	12.0	SCS		
8_2019	AS	MAHA	31/10/2019	0900	12.3	72.8	3	994.0	50.0	12.0	SCS		
8_2019	AS	MAHA	31/10/2019	1200	12.8	72.4	3	992.0	50.0	14.0	SCS		
8_2019	AS	MAHA	31/10/2019	1500	13.3	72.2	3.5	990.0	55.0	16.0	SCS		
8_2019	AS	MAHA	31/10/2019	1800	13.7	72.1	3.5	990.0	55.0	16.0	SCS		
8_2019	AS	MAHA	31/10/2019	2100	13.9	72.0	3.5	990.0	55.0	16.0	SCS		
8_2019	AS	MAHA	01/11/2019	0000	14.6	71.7	3.5	990.0	55.0	16.0	SCS		
8_2019	AS	MAHA	01/11/2019	0300	14.8	71.0	3.5	990.0	55.0	16.0	SCS		
8_2019	AS	MAHA	01/11/2019	0600	15.2	70.5	3.5	990.0	55.0	16.0	SCS		
8_2019	AS	MAHA	01/11/2019	0900	15.4	70.0	3.5	990.0	55.0	16.0	SCS		
8_2019	AS	MAHA	01/11/2019	1200	15.6	69.5	3	992.0	50.0	14.0	SCS		
8_2019	AS	MAHA	01/11/2019	1500	15.7	69.2	3	992.0	50.0	14.0	SCS		
8_2019	AS	MAHA	01/11/2019	1800	15.9	69.1	3	992.0	50.0	14.0	SCS		
8_2019	AS	MAHA	01/11/2019	2100	16.2	68.8	3	992.0	50.0	14.0	SCS		
8_2019	AS	MAHA	02/11/2019	0000	16.3	68.5	3	992.0	50.0	14.0	SCS		
8_2019	AS	MAHA	02/11/2019	0300	16.4	68.3	3	992.0	50.0	14.0	SCS		
8_2019	AS	MAHA	02/11/2019	0600	16.5	68.2	3	992.0	50.0	14.0	SCS		
8_2019	AS	MAHA	02/11/2019	0900	16.8	67.9	3	992.0	50.0	14.0	SCS		
8_2019	AS	MAHA	02/11/2019	1200	17	67.6	3.5	990.0	55.0	16.0	SCS		
8_2019	AS	MAHA	02/11/2019	1500	17.1	67.3	3.5	990.0	55.0	16.0	SCS		
8_2019	AS	MAHA	02/11/2019	1800	17.2	67.0	3.5	988.0	60.0	18.0	SCS		
8_2019	AS	MAHA	02/11/2019	2100	17.5	66.8	3.5	988.0	60.0	18.0	SCS		
8_2019	AS	MAHA	03/11/2019	0000	17.6	66.5	3.5	988.0	60.0	18.0	SCS		
8_2019	AS	MAHA	03/11/2019	0300	17.6	66.4	3.5	988.0	60.0	18.0	SCS		
8_2019	AS	MAHA	03/11/2019	0600	17.6	66.2	3.5	988.0	60.0	18.0	SCS		
8_2019	AS	MAHA	03/11/2019	0900	17.6	65.9	4	984.0	65.0	22.0	VSCS		
8_2019	AS	MAHA	03/11/2019	1200	17.7	65.7	4	982.0	70.0	24.0	VSCS		
8_2019	AS	MAHA	03/11/2019	1500	17.8	65.6	4.5	978.0	75.0	28.0	VSCS		
8_2019	AS	MAHA	03/11/2019	1800	17.9	65.4	4.5	974.0	80.0	32.0	VSCS		
8_2019	AS	MAHA	03/11/2019	2100	18	65.0	4.5	970.0	85.0	36.0	VSCS		
8_2019	AS	MAHA	04/11/2019	0000	18.1	64.8	5	966.0	90.0	40.0	ESCS		
8_2019	AS	MAHA	04/11/2019	0300	18.3	64.6	5	966.0	90.0	40.0	ESCS		
8_2019	AS	MAHA	04/11/2019	0600	18.6	64.3	5	966.0	90.0	40.0	ESCS		
8_2019	AS	MAHA	04/11/2019	0900	18.7	64.2	5	962.0	95.0	44.0	ESCS		
8_2019	AS	MAHA	04/11/2019	1200	18.9	64.1	5.5	956.0	100.0	50.0	ESCS		
8_2019	AS	MAHA	04/11/2019	1500	19.2	63.9	5.5	956.0	100.0	50.0	ESCS		
8_2019	AS	MAHA	04/11/2019	1800	19.3	63.7	5.5	956.0	100.0	50.0	ESCS		
8_2019	AS	MAHA	04/11/2019	2100	19.5	63.6	5.5	956.0	100.0	50.0	ESCS		
8_2019	AS	MAHA	05/11/2019	0000	19.6	63.6	5	966.0	90.0	40.0	ESCS		
8_2019	AS	MAHA	05/11/2019	0300	19.7	63.6	4.5	970.0	85.0	36.0	VSCS		
8_2019	AS	MAHA	05/11/2019	0600	19.8	63.7	4.5	974.0	80.0	32.0	VSCS		
8_2019	AS	MAHA	05/11/2019	0900	19.8	63.8	4.5	974.0	80.0	32.0	VSCS		
8_2019	AS	MAHA	05/11/2019	1200	19.8	64.1	4	982.0	70.0	24.0	VSCS		
8_2019	AS	MAHA	05/11/2019	1500	19.8	64.3	4	982.0	70.0	24.0	VSCS		
8_2019	AS	MAHA	05/11/2019	1800	19.8	64.9	4	982.0	70.0	24.0	VSCS		
8_2019	AS	MAHA	05/11/2019	2100	19.8	65.5	4	982.0	70.0	24.0	VSCS		
8_2019	AS	MAHA	06/11/2019	0000	19.8	65.8	3.5	988.0	60.0	18.0	SCS		
8_2019	AS	MAHA	06/11/2019	0300	19.8	66.3	3.5	990.0	55.0	16.0	SCS		
8_2019	AS	MAHA	06/11/2019	0600	19.7	66.5	3	994.0	50.0	12.0	SCS		
8_2019	AS	MAHA	06/11/2019	0900	19.6	67.1	3	994.0	50.0	12.0	SCS		
8_2019	AS	MAHA	06/11/2019	1200	19.7	67.7	3	996.0	45.0	10.0	CS		
8_2019	AS	MAHA	06/11/2019	1500	19.8	68.3	2.5	998.0	40.0	8.0	CS		
8_2019	AS	MAHA	06/11/2019	1800	19.8	68.4	2.5	998.0	40.0	8.0	CS		
8_2019	AS	MAHA	06/11/2019	2100	19.8	68.9	2.5	1000.0	35.0	7.0	CS		
8_2019	AS	MAHA	07/11/2019	0000	19.8	69.4	2	1003.0	30.0	5.0	DD		
8_2019	AS	MAHA	07/11/2019	0300	20	70.0	2	1003.0	30.0	5.0	DD		
8_2019	AS	MAHA	07/11/2019	0600	20	70.4	1.5	1005.0	25.0	3.0	D		
8_2019	AS	MAHA	07/11/2019	0900	20.2	70.6	1.5	1005.0	20.0	3.0	D		
8_2019	AS	MAHA	07/11/2019	1200	"Weakened into a well marked low pressure area over northeast
 Arabian Sea and  adjoining south Gujarat coast"								
9_2019	BOB	BULBUL	05/11/2019	0000	13.1	91.5	1.5	1004.0	20.0	3.0	D		
